Number One, Number Two, Their GCD, Time Spent(Milliseconds)
376, 55537, 1, 0.0
70858, 80454, 2, 0.0
69865, 88196, 1, 0.0
39811, 88520, 1, 0.0
27388, 4215, 1, 0.0
31882, 85297, 1, 0.0
46384, 43342, 26, 0.0
63647, 51052, 1, 0.0
24936, 58935, 3, 0.0
65270, 6003, 1, 0.0
43781, 75532, 1, 0.0
32975, 53027, 1, 0.0
59787, 27544, 1, 0.0
84847, 89244, 1, 0.0
40169, 51409, 1, 0.0
95503, 86242, 1, 0.0
71030, 59320, 10, 0.0
52555, 86321, 1, 0.0
14619, 60553, 1, 0.0
59681, 12743, 1, 0.0
41601, 20055, 21, 0.0
37297, 21315, 1, 0.0
66388, 62239, 1, 0.0
28035, 95502, 3, 0.0
28618, 24916, 2, 0.0
92438, 33338, 2, 0.0
48821, 10639, 1, 0.0
81275, 60875, 25, 0.0
53637, 11806, 1, 0.0
39050, 92952, 2, 0.0
12716, 1066, 2, 0.0
37655, 9852, 1, 0.0
92607, 95754, 3, 0.0
1456, 11577, 1, 0.0
69188, 28852, 4, 0.0
92362, 83027, 1, 0.0
85265, 27374, 1, 0.0
89133, 49106, 1, 0.0
37807, 41263, 1, 0.0
39244, 27978, 2, 0.0
94457, 49119, 1, 0.0
3587, 95663, 1, 0.0
13132, 57773, 1, 0.0
32643, 42629, 1, 0.0
34370, 46382, 14, 0.0
40393, 17018, 1, 0.0
96996, 93637, 1, 0.0
96802, 53999, 1, 0.0
20065, 89471, 1, 0.0
87413, 30044, 1, 0.0
79280, 59086, 2, 0.0
90138, 38421, 3, 0.0
64588, 81015, 1, 0.0
91584, 3124, 4, 0.0
16611, 70750, 1, 0.0
14988, 4373, 1, 0.0
40477, 26715, 1, 0.0
70161, 80013, 3, 0.0
27996, 96625, 1, 0.0
84612, 78428, 4, 0.0
4971, 22889, 1, 0.0
62716, 34110, 2, 0.0
97986, 31580, 2, 0.0
58855, 19854, 1, 0.0
35241, 46259, 1, 0.0
7327, 238, 17, 0.0
89105, 11524, 1, 0.0
87473, 28376, 1, 0.0
67302, 5149, 1, 0.0
90974, 73588, 2, 0.0
62088, 21300, 12, 0.0
95881, 9310, 1, 0.0
96600, 83177, 1, 0.0
15214, 4300, 2, 0.0
49154, 67516, 2, 0.0
99406, 59494, 2, 0.0
99416, 89275, 1, 0.0
64323, 42187, 1, 0.0
91631, 80344, 1, 0.0
74232, 52641, 9, 0.0
64692, 72234, 18, 0.0
62492, 44481, 1, 0.0
61923, 16128, 3, 0.0
26647, 35853, 1, 0.0
35991, 39680, 31, 0.0
1227, 7879, 1, 0.0
84893, 76040, 1, 0.0
89491, 90739, 1, 0.0
72345, 38529, 3, 0.0
45894, 47219, 1, 0.0
4872, 46883, 1, 0.0
32845, 78941, 1, 0.0
81904, 44527, 1, 0.0
99908, 26081, 1, 0.0
28148, 25149, 1, 0.0
41059, 3007, 1, 0.0
81145, 65321, 1, 0.0
99558, 34418, 2, 0.0
28637, 15508, 1, 0.0
86663, 74995, 1, 0.0
53584, 43965, 1, 0.0
32107, 31641, 1, 0.0
35511, 44410, 1, 0.0
30028, 23128, 4, 0.0
93603, 20128, 1, 0.0
20204, 3015, 1, 0.0
84479, 6163, 1, 0.0
91014, 72894, 6, 0.0
73183, 59113, 1, 0.0
23736, 9759, 3, 0.0
37504, 44283, 1, 0.0
53107, 12516, 1, 0.0
68406, 82706, 26, 0.0
99118, 65613, 1, 0.0
39586, 48442, 2, 0.0
5432, 73376, 8, 0.0
91795, 61973, 1, 0.0
22800, 29504, 16, 0.0
74, 40225, 1, 0.0
43415, 24699, 1, 0.0
45389, 1627, 1, 0.0
82203, 91153, 1, 0.0
3994, 13854, 2, 0.0
6250, 84639, 1, 0.0
71919, 49694, 1, 0.0
63854, 72019, 1, 0.0
99940, 9980, 20, 0.0
66873, 81442, 1, 0.0
78483, 4212, 3, 0.0
30349, 70655, 1, 0.0
16121, 43368, 1, 0.0
59231, 49637, 1, 0.0
90742, 1183, 1, 0.0
63590, 93966, 2, 0.0
64976, 99164, 4, 0.0
36779, 97885, 1, 0.0
95305, 26591, 1, 0.0
87057, 57159, 9, 0.0
73752, 1852, 4, 0.0
47554, 31003, 1, 0.0
86352, 83744, 16, 0.0
7392, 41268, 12, 0.0
53289, 91254, 3, 0.0
6021, 33447, 3, 0.0
80121, 96535, 1, 0.0
34596, 85437, 9, 0.0
41019, 28877, 1, 0.0
48690, 99128, 2, 0.0
22005, 26344, 1, 0.0
88703, 53679, 1, 0.0
55874, 3322, 2, 0.0
60869, 6494, 1, 0.0
17679, 481, 1, 0.0
42375, 6114, 3, 0.0
92330, 46133, 1, 0.0
99500, 1828, 4, 0.0
79686, 83946, 6, 0.0
35519, 84736, 1, 0.0
41879, 24763, 1, 0.0
83409, 6313, 1, 0.0
74478, 24388, 2, 0.0
70020, 4019, 1, 0.0
53408, 73570, 2, 0.0
20228, 15515, 1, 0.0
37914, 45267, 3, 0.0
64996, 35795, 1, 0.0
72152, 19016, 8, 0.0
18748, 27407, 1, 0.0
78614, 48239, 1, 0.0
41435, 61395, 5, 0.0
79280, 61604, 4, 0.0
96985, 78300, 5, 0.0
33413, 91618, 1, 0.0
80930, 23559, 1, 0.0
99822, 74638, 2, 0.0
7966, 21435, 1, 0.0
56651, 2246, 1, 0.0
78110, 12946, 2, 0.0
74777, 21467, 1, 0.0
99749, 70277, 1, 0.0
68628, 25979, 1, 0.0
76674, 89938, 2, 0.0
2604, 10693, 1, 0.0
96528, 70425, 3, 0.0
56880, 22781, 1, 0.0
85600, 8525, 25, 0.0
84179, 12629, 1, 0.0
36102, 53122, 2, 0.0
56533, 30496, 1, 0.0
91203, 76828, 1, 0.0
78804, 29411, 1, 0.0
88828, 51581, 1, 0.0
91055, 17911, 1, 0.0
93990, 90549, 3, 0.0
72622, 68225, 1, 0.0
36285, 28569, 3, 0.0
55437, 45169, 17, 0.0
50583, 72336, 3, 0.0
66333, 8967, 3, 0.0
30891, 88047, 3, 0.0
66931, 77834, 1, 0.0
88212, 53283, 3, 0.0
46708, 39712, 4, 0.0
94943, 69200, 1, 0.0
45544, 47457, 1, 0.0
50116, 33190, 2, 0.0
95608, 78790, 2, 0.0
79102, 72166, 2, 0.0
93786, 54946, 2, 0.0
82049, 10502, 1, 0.0
61063, 37334, 1, 0.0
88880, 59297, 1, 0.0
14633, 35819, 1, 0.0
12368, 97539, 1, 0.0
8898, 48533, 1, 0.0
17251, 98307, 1, 0.0
59073, 77965, 1, 0.0
24365, 85814, 1, 0.0
66554, 57250, 2, 0.0
19483, 95603, 1, 0.0
91554, 77460, 6, 0.0
25422, 98099, 1, 0.0
52931, 12312, 1, 0.0
38932, 27004, 4, 0.0
74525, 98718, 1, 0.0
42639, 46823, 1, 0.0
94169, 42126, 1, 0.0
68229, 96985, 7, 0.0
96047, 39556, 1, 0.0
65241, 40970, 1, 0.0
98310, 2150, 10, 0.0
88826, 10180, 2, 0.0
12490, 4044, 2, 0.0
20431, 91885, 1, 0.0
28007, 9898, 7, 0.0
74891, 93079, 1, 0.0
10276, 77468, 4, 0.0
67922, 90991, 1, 0.0
12401, 20252, 1, 0.0
72238, 8784, 2, 0.0
2747, 27063, 1, 0.0
53645, 58715, 5, 0.0
78073, 10546, 1, 0.0
31844, 55518, 38, 0.0
54740, 94470, 10, 0.0
80011, 10635, 1, 0.0
23528, 6169, 1, 0.0
87563, 61681, 1, 0.0
37123, 91165, 1, 0.0
31496, 78190, 2, 0.0
32444, 67076, 4, 0.0
75834, 58086, 18, 0.0
73742, 40094, 2, 0.0
86893, 57113, 1, 0.0
62874, 56579, 1, 0.0
12935, 58718, 1, 0.0
34076, 83096, 4, 0.0
25208, 63637, 1, 0.0
29904, 45367, 7, 0.0
43785, 80209, 1, 0.0
27337, 494, 1, 0.0
73654, 39753, 7, 0.0
16199, 4789, 1, 0.0
27475, 16999, 1, 0.0
9857, 33717, 1, 0.0
98182, 79154, 2, 0.0
9231, 74789, 1, 0.0
65093, 39238, 1, 0.0
4181, 88992, 1, 0.0
34009, 36468, 1, 0.0
75257, 82285, 7, 0.0
99986, 40870, 2, 0.0
4240, 57442, 2, 0.0
27507, 2870, 1, 0.0
12661, 37495, 1, 0.0
81971, 48967, 1, 0.0
12042, 17420, 2, 0.0
81868, 91035, 1, 0.0
17618, 43014, 2, 0.0
98569, 35560, 1, 0.0
93232, 98353, 1, 0.0
58704, 79964, 4, 0.0
36099, 56755, 1, 0.0
79836, 85690, 2, 0.0
17072, 90644, 4, 0.0
94820, 32633, 1, 0.0
60486, 15282, 6, 0.0
97288, 29610, 2, 0.0
43842, 62071, 1, 0.0
94507, 97520, 23, 0.0
25, 54854, 1, 0.0
86653, 79941, 1, 0.0
32867, 40784, 1, 0.0
19071, 47832, 3, 0.0
73024, 90508, 4, 0.0
43522, 67456, 2, 0.0
65448, 47365, 1, 0.0
13659, 15601, 1, 0.0
709, 20226, 1, 0.0
96141, 66207, 3, 0.0
55739, 73338, 1, 0.0
49209, 39369, 3, 0.0
82348, 20421, 1, 0.0
46482, 28563, 3, 0.0
28396, 9551, 1, 0.0
45370, 24826, 2, 0.0
25726, 45223, 1, 0.0
17874, 10345, 1, 0.0
71944, 13367, 1, 0.0
72946, 84252, 2, 0.0
44586, 91251, 9, 0.0
45219, 31337, 1, 0.0
63257, 64279, 1, 0.0
75053, 56260, 1, 0.0
58561, 22310, 1, 0.0
34820, 62065, 5, 0.0
34059, 4387, 1, 0.0
77414, 80987, 1, 0.0
88175, 39320, 5, 0.0
75056, 86134, 2, 0.0
41259, 22394, 1, 0.0
16407, 81806, 1, 0.0
19920, 75522, 6, 0.0
78831, 16239, 3, 0.0
42403, 43636, 1, 0.0
70043, 25041, 1, 0.0
44573, 47808, 1, 0.0
28861, 54931, 1, 0.0
91535, 96030, 5, 0.0
75280, 54369, 1, 0.0
8326, 49201, 1, 0.0
4003, 99351, 1, 0.0
72588, 25075, 1, 0.0
98677, 30860, 1, 0.0
31421, 81890, 1, 0.0
92084, 64323, 1, 0.0
30120, 58278, 6, 0.0
34744, 97415, 1, 0.0
68952, 69797, 169, 0.0
64264, 14253, 1, 0.0
26585, 83041, 1, 0.0
49912, 99891, 1, 0.0
20057, 43824, 1, 0.0
82767, 17275, 1, 0.0
66927, 4960, 1, 0.0
85412, 87183, 1, 0.0
53627, 34186, 1, 0.0
17829, 49182, 21, 0.0
69746, 96145, 1, 0.0
26791, 44734, 1, 0.0
96396, 64182, 6, 0.0
65010, 95712, 6, 0.0
13835, 44281, 1, 0.0
49891, 29465, 1, 0.0
12933, 93471, 3, 0.0
2321, 78823, 1, 0.0
67066, 46649, 1, 0.0
65624, 80630, 2, 0.0
89269, 73978, 1, 0.0
79710, 1646, 2, 0.0
76916, 69295, 1, 0.0
64811, 90220, 1, 0.0
69263, 66390, 1, 0.0
11462, 88974, 2, 0.0
92943, 51030, 9, 0.0
88117, 11444, 1, 0.0
20898, 32268, 6, 0.0
71932, 91146, 2, 0.0
14325, 61897, 1, 0.0
99959, 8678, 1, 0.0
46870, 90821, 1, 0.0
13058, 31625, 1, 0.0
58221, 91636, 1, 0.0
24688, 81126, 2, 0.0
23337, 28909, 1, 0.0
14330, 44923, 1, 0.0
74796, 58487, 1, 0.0
5381, 85567, 1, 0.0
31395, 90012, 39, 0.0
65053, 5182, 1, 0.0
39802, 32732, 14, 0.0
49468, 67826, 2, 0.0
82087, 62279, 1, 0.0
22072, 57737, 1, 0.0
51718, 24581, 1, 0.0
65607, 45131, 1, 0.0
48584, 20755, 1, 0.0
9069, 98429, 1, 0.0
28202, 50779, 1, 0.0
7806, 30474, 6, 0.0
50710, 2050, 10, 0.0
32978, 55798, 2, 0.0
43719, 9810, 3, 0.0
89104, 12060, 4, 0.0
32095, 19878, 1, 0.0
36529, 16640, 1, 0.0
98631, 25601, 1, 0.0
77723, 82352, 1, 0.0
69958, 91484, 2, 0.0
21410, 32371, 1, 0.0
75726, 4559, 1, 0.0
32007, 4945, 1, 0.0
22098, 35381, 1, 0.0
93356, 67833, 1, 0.0
62483, 52182, 1, 0.0
36888, 49550, 2, 0.0
7350, 2586, 6, 0.0
29739, 78928, 1, 0.0
24955, 40243, 7, 0.0
59029, 36644, 1, 0.0
72601, 6615, 1, 0.0
61286, 35974, 2, 0.0
43256, 17462, 2, 0.0
97563, 79064, 1, 0.0
39162, 59538, 6, 0.0
27773, 49137, 1, 0.0
52068, 60720, 12, 0.0
68146, 80354, 2, 0.0
90334, 83995, 1, 0.0
82130, 8277, 1, 0.0
62984, 89803, 1, 0.0
11324, 92804, 4, 0.0
98178, 39683, 1, 0.0
21149, 41270, 1, 0.0
87017, 2938, 1, 0.0
85624, 83793, 1, 0.0
22821, 5496, 3, 0.0
66938, 97076, 2, 0.0
30533, 62303, 1, 0.0
58522, 84320, 2, 0.0
36383, 57740, 1, 0.0
61409, 46517, 1, 0.0
78564, 33759, 3, 0.0
94146, 478, 2, 0.0
18534, 77786, 2, 0.0
53798, 62348, 2, 0.0
19881, 40438, 1, 0.0
82291, 42509, 1, 0.0
36908, 16750, 2, 0.0
19143, 91934, 1, 0.0
71672, 93922, 2, 0.0
13105, 2282, 1, 0.0
10492, 12922, 2, 0.0
64960, 37185, 5, 0.0
14692, 3136, 4, 0.0
17323, 56165, 1, 0.0
3090, 10720, 10, 0.0
10100, 39028, 4, 0.0
81511, 81458, 1, 0.0
1968, 39229, 1, 0.0
48697, 21193, 1, 0.0
66911, 19681, 1, 0.0
18459, 71996, 1, 0.0
88424, 4583, 1, 0.0
33536, 15124, 4, 0.0
13467, 29301, 3, 0.0
92617, 69851, 1, 0.0
60467, 33016, 1, 0.0
6862, 76386, 2, 0.0
26734, 36912, 2, 0.0
94620, 19895, 5, 0.0
81256, 90914, 2, 0.0
54186, 16983, 3, 0.0
63351, 50900, 1, 0.0
88053, 14778, 3, 0.0
54217, 60943, 1, 0.0
82743, 18173, 1, 0.0
78157, 34950, 1, 0.0
79615, 38165, 5, 0.0
90380, 56742, 2, 0.0
89189, 58730, 1, 0.0
33784, 92551, 1, 0.0
85045, 94717, 1, 0.0
72124, 90112, 4, 0.0
88614, 11349, 9, 0.0
92600, 23888, 8, 0.0
7928, 50056, 8, 0.0
98898, 55899, 3, 0.0
76350, 34558, 2, 0.0
63343, 96008, 1, 0.0
19828, 70826, 2, 0.0
90345, 28562, 1, 0.0
14979, 52152, 3, 0.0
53519, 70906, 1, 0.0
49035, 51512, 1, 0.0
82258, 36416, 2, 0.0
2057, 6017, 11, 0.0
17184, 32265, 3, 0.0
45049, 85146, 1, 0.0
13940, 95369, 1, 0.0
39784, 77045, 1, 0.0
95520, 69977, 1, 0.0
58288, 9782, 2, 0.0
30954, 19728, 6, 0.0
28384, 17756, 4, 0.0
85819, 35039, 1, 0.0
66603, 96161, 1, 0.0
3070, 62060, 10, 0.0
20800, 35496, 8, 0.0
83847, 9037, 1, 0.0
17491, 43589, 1, 0.0
90237, 5307, 3, 0.0
60076, 27153, 1, 0.0
45387, 57960, 9, 0.0
92164, 33630, 2, 0.0
34985, 97171, 1, 0.0
15841, 87153, 1, 0.0
87579, 44585, 37, 0.0
89246, 7589, 1, 0.0
83688, 77072, 8, 0.0
16025, 60472, 1, 0.0
33337, 6103, 17, 0.0
94932, 21490, 2, 0.0
13744, 21483, 1, 0.0
89849, 5884, 1, 0.0
56791, 59932, 1, 0.0
68789, 73487, 1, 0.0
97850, 88322, 2, 0.0
44041, 91972, 1, 0.0
57462, 65558, 2, 0.0
61125, 82507, 1, 0.0
45508, 6674, 2, 0.0
41007, 96305, 1, 0.0
12902, 18124, 2, 0.0
