Number One, Number Two, Their GCD, Time Spent(Milliseconds)
58173, 55653, 3, 0.0
59010, 16796, 2, 0.0
78091, 3312, 1, 0.0
6676, 36802, 2, 0.0
37636, 42439, 1, 0.0
1217, 49360, 1, 0.0
19259, 74662, 1, 0.0
55236, 62575, 1, 0.0
73560, 72619, 1, 0.0
1146, 24588, 6, 0.0
86168, 23565, 1, 0.0
96136, 16463, 1, 0.0
67425, 9912, 3, 0.0
38727, 17195, 1, 0.0
23269, 3552, 1, 0.0
12378, 82031, 1, 0.0
64966, 89236, 2, 0.0
48972, 16766, 2, 0.0
4056, 60934, 2, 0.0
46329, 12022, 1, 0.0
43824, 52582, 2, 0.0
25685, 17197, 1, 0.0
25595, 42426, 1, 0.0
32458, 6808, 2, 0.0
59345, 56109, 1, 0.0
2920, 14455, 5, 0.0
28736, 11812, 4, 0.0
29020, 88846, 2, 0.0
94694, 16614, 2, 0.0
5452, 89032, 4, 0.0
30894, 71831, 1, 0.0
25647, 44302, 1, 0.0
82303, 99805, 1, 0.0
65787, 27324, 3, 0.0
10732, 71459, 1, 0.0
3228, 57752, 4, 0.0
80864, 40605, 1, 0.0
76724, 11818, 2, 0.0
22577, 20362, 1, 0.0
65528, 35850, 2, 0.0
91183, 82779, 1, 0.0
73273, 52051, 1, 0.0
28336, 37945, 1, 0.0
80810, 15964, 2, 0.0
86054, 72904, 2, 0.0
52043, 61611, 1, 0.0
51472, 23407, 1, 0.0
81181, 70376, 1, 0.0
77237, 52519, 1, 0.0
21115, 46599, 1, 0.0
2169, 91938, 3, 0.0
27194, 90711, 1, 0.0
32427, 25590, 3, 0.0
69706, 62695, 1, 0.0
9665, 31341, 1, 0.0
2950, 6645, 5, 0.0
28806, 98437, 1, 0.0
28505, 41587, 1, 0.0
63152, 87568, 16, 0.0
9667, 32027, 1, 0.0
25767, 18952, 1, 0.0
71760, 3189, 3, 0.0
37653, 43661, 1, 0.0
90999, 48181, 1, 0.0
96667, 18339, 1, 0.0
12073, 81722, 1, 0.0
18453, 18835, 1, 0.0
12080, 86143, 1, 0.0
94007, 30755, 1, 0.0
2425, 47346, 1, 0.0
6267, 94481, 1, 0.0
20903, 25931, 1, 0.0
72481, 37738, 1, 0.0
48181, 18478, 1, 0.0
9149, 32549, 1, 0.0
97391, 84002, 1, 0.0
90665, 4920, 5, 0.0
89667, 15738, 3, 0.0
74655, 16133, 1, 0.0
3658, 82553, 31, 0.0
2371, 82930, 1, 0.0
83159, 34386, 1, 0.0
12940, 61524, 4, 0.0
18791, 61590, 1, 0.0
13812, 16881, 3, 0.0
23703, 81863, 1, 0.0
11939, 8943, 1, 0.0
77190, 42204, 6, 0.0
29323, 25215, 1, 0.0
53126, 6661, 1, 0.0
7048, 70238, 2, 0.0
26428, 27836, 4, 0.0
17675, 52498, 1, 0.0
77296, 73718, 2, 0.0
41778, 14505, 3, 0.0
41181, 51950, 1, 0.0
40202, 57626, 2, 0.0
4267, 89345, 1, 0.0
33008, 28860, 4, 0.0
22924, 48451, 1, 0.0
15473, 39732, 1, 0.0
94580, 70685, 5, 0.0
65921, 79731, 1, 0.0
3557, 21260, 1, 0.0
54390, 43466, 2, 0.0
62530, 85731, 1, 0.0
82931, 55268, 1, 0.0
1063, 54839, 1, 0.0
82245, 86594, 1, 0.0
71353, 28911, 1, 0.0
84390, 25048, 2, 0.0
67528, 58137, 1, 0.0
13604, 62313, 1, 0.0
98071, 97757, 1, 0.0
97967, 82313, 1, 0.0
62116, 43049, 1, 0.0
36381, 60324, 3, 0.0
46380, 8438, 2, 0.0
19977, 85395, 3, 0.0
85163, 92484, 1, 0.0
25927, 10072, 1, 0.0
86327, 75090, 1, 0.0
34511, 92442, 1, 0.0
28713, 67512, 3, 0.0
68707, 801, 1, 0.0
64868, 10755, 1, 0.0
17308, 86926, 2, 0.0
82667, 74688, 1, 0.0
16544, 49052, 4, 0.0
36646, 42671, 1, 0.0
23069, 35680, 1, 0.0
22712, 25600, 8, 0.0
30897, 63681, 3, 0.0
6365, 11109, 1, 0.0
77279, 5638, 1, 0.0
20597, 78911, 1, 0.0
15480, 39381, 3, 0.0
4623, 72334, 1, 0.0
85125, 3671, 1, 0.0
1621, 89192, 1, 0.0
97897, 47662, 1, 0.0
81230, 52191, 1, 0.0
73490, 32196, 2, 0.0
55862, 88082, 2, 0.0
10935, 95682, 3, 0.0
80096, 89119, 1, 0.0
70952, 90907, 1, 0.0
47670, 61020, 30, 0.0
88116, 45406, 2, 0.0
97515, 7800, 15, 0.0
48834, 80821, 1, 0.0
43514, 77, 1, 0.0
16208, 84311, 1, 0.0
28878, 68256, 6, 0.0
77035, 16825, 5, 0.0
40276, 16044, 4, 0.0
16830, 87965, 5, 0.0
28198, 1842, 2, 0.0
91199, 35337, 1, 0.0
77825, 27340, 5, 0.0
31971, 25939, 1, 0.0
64090, 23233, 1, 0.0
83692, 5011, 1, 0.0
82098, 89930, 2, 0.0
94312, 12715, 1, 0.0
17850, 75872, 2, 0.0
77211, 99404, 1, 0.0
91817, 41025, 1, 0.0
50508, 90110, 2, 0.0
65279, 94194, 1, 0.0
74720, 3972, 4, 0.0
31735, 28716, 1, 0.0
80845, 46535, 5, 0.0
19244, 93271, 1, 0.0
13147, 53367, 1, 0.0
40641, 60155, 1, 0.0
30826, 60628, 2, 0.0
76561, 89965, 1, 0.0
86486, 48551, 1, 0.0
10069, 4620, 1, 0.0
299, 59743, 1, 0.0
29950, 87142, 2, 0.0
48169, 526, 1, 0.0
9338, 81748, 2, 0.0
92368, 94727, 1, 0.0
4263, 25716, 3, 0.0
54282, 90120, 6, 0.0
18472, 21299, 1, 0.0
95914, 64374, 2, 0.0
34821, 53537, 1, 0.0
7431, 69912, 3, 0.0
25079, 32928, 1, 0.0
40679, 79946, 1, 0.0
69767, 10225, 1, 0.0
5028, 17306, 2, 0.0
60962, 82856, 2, 0.0
49990, 25045, 5, 0.0
10964, 87730, 2, 0.0
66120, 69783, 3, 0.0
833, 46444, 17, 0.0
77538, 85277, 1, 0.0
53796, 3563, 1, 0.0
539, 23467, 1, 0.0
88768, 29871, 1, 0.0
82297, 62479, 1, 0.0
99412, 65330, 2, 0.0
87430, 5983, 1, 0.0
32621, 79446, 1, 0.0
43751, 77014, 1, 0.0
47762, 7222, 2, 0.0
62023, 81940, 1, 0.0
19395, 22388, 1, 0.0
60285, 28371, 3, 0.0
94356, 22449, 3, 0.0
33805, 45493, 1, 0.0
70198, 8577, 1, 0.0
73588, 34262, 2, 0.0
93127, 89533, 1, 0.0
32601, 93363, 3, 0.0
57903, 24415, 1, 0.0
40449, 71025, 3, 0.0
66802, 91827, 1, 0.0
2328, 3513, 3, 0.0
32603, 50327, 1, 0.0
78204, 48409, 1, 0.0
75539, 58014, 1, 0.0
85256, 57090, 2, 0.0
77036, 75495, 1, 0.0
23742, 75370, 2, 0.0
27367, 59130, 1, 0.0
39248, 33296, 16, 0.0
23778, 72123, 3, 0.0
83783, 34556, 1, 0.0
63132, 74064, 12, 0.0
17584, 20320, 16, 0.0
11117, 28734, 1, 0.0
11467, 97772, 1, 0.0
91819, 78093, 1, 0.0
23093, 12950, 7, 0.0
45784, 71111, 1, 0.0
77122, 76534, 2, 0.0
36518, 23628, 2, 0.0
53875, 83962, 1, 0.0
23663, 66626, 1, 0.0
13091, 72663, 53, 0.0
64618, 24082, 2, 0.0
76496, 55098, 2, 0.0
91184, 69958, 2, 0.0
10264, 67186, 2, 0.0
37708, 39931, 1, 0.0
63304, 49975, 1, 0.0
58564, 98123, 1, 0.0
55267, 97565, 1, 0.0
36997, 67875, 1, 0.0
80202, 78784, 2, 0.0
98757, 61219, 1, 0.0
90168, 51766, 26, 0.0
50324, 95637, 1, 0.0
84014, 24563, 7, 0.0
46547, 72894, 1, 0.0
84400, 36804, 4, 0.0
39461, 59940, 1, 0.0
37631, 89121, 1, 0.0
93288, 48491, 1, 0.0
94902, 91509, 3, 0.0
13469, 29235, 1, 0.0
6705, 7030, 5, 0.0
13155, 96268, 1, 0.0
79518, 67897, 1, 0.0
85569, 17551, 1, 0.0
18458, 20376, 2, 0.0
65542, 38027, 1, 0.0
86180, 43704, 4, 0.0
21636, 34822, 2, 0.0
40508, 47443, 19, 0.0
72699, 31814, 1, 0.0
44375, 64217, 1, 0.0
62470, 7604, 2, 0.0
34003, 15532, 1, 0.0
12647, 62753, 1, 0.0
7336, 27184, 8, 0.0
47604, 92074, 2, 0.0
72789, 26845, 1, 0.0
8066, 50632, 2, 0.0
79048, 35858, 2, 0.0
81748, 56913, 1, 0.0
26413, 24661, 1, 0.0
50110, 92604, 2, 0.0
79166, 98440, 46, 0.0
96810, 10580, 10, 0.0
46344, 85078, 2, 0.0
25117, 83940, 1, 0.0
70143, 34781, 1, 0.0
79545, 11721, 3, 0.0
86884, 8772, 4, 0.0
67819, 54397, 1, 0.0
182, 46152, 2, 0.0
12022, 48154, 2, 0.0
38902, 22025, 1, 0.0
94090, 68853, 1, 0.0
12726, 95496, 6, 0.0
59865, 61794, 3, 0.0
69509, 14328, 1, 0.0
60754, 90516, 2, 0.0
77640, 27762, 6, 0.0
82644, 6618, 6, 0.0
35814, 54003, 141, 0.0
9052, 97430, 2, 0.0
17403, 25679, 1, 0.0
93252, 62602, 2, 0.0
17305, 65641, 1, 0.0
27715, 90154, 1, 0.0
13163, 87674, 1, 0.0
64822, 97181, 1, 0.0
96989, 62078, 1, 0.0
15833, 87376, 1, 0.0
74430, 50396, 2, 0.0
1704, 2045, 1, 0.0
21274, 49898, 2, 0.0
88324, 83556, 4, 0.0
3473, 92495, 1, 0.0
63197, 84146, 1, 0.0
43056, 33913, 1, 0.0
45476, 2668, 4, 0.0
55469, 65782, 1, 0.0
56145, 88906, 1, 0.0
39723, 14569, 1, 0.0
57772, 87404, 4, 0.0
65182, 87648, 2, 0.0
50697, 22416, 3, 0.0
50650, 2605, 5, 0.0
35660, 49096, 4, 0.0
66842, 1829, 1, 0.0
72235, 41442, 1, 0.0
59618, 30933, 1, 0.0
65724, 29768, 4, 0.0
68138, 72296, 14, 0.0
32704, 38835, 1, 0.0
88722, 43695, 9, 0.0
2176, 25440, 32, 0.0
93497, 15442, 1, 0.0
19459, 87568, 1, 0.0
83494, 30046, 2, 0.0
80735, 4915, 5, 0.0
86300, 74651, 1, 0.0
73770, 22653, 3, 0.0
56514, 21270, 6, 0.0
94404, 96181, 1, 0.0
35926, 23014, 2, 0.0
55251, 41196, 3, 0.0
66052, 97988, 4, 0.0
12368, 29751, 1, 0.0
27041, 89517, 1, 0.0
81284, 71952, 4, 0.0
44333, 13545, 43, 0.0
2570, 40794, 2, 0.0
98762, 9485, 1, 0.0
9164, 34435, 1, 0.0
66482, 88638, 2, 0.0
98554, 28239, 1, 0.0
35035, 60151, 91, 0.0
23201, 17097, 1, 0.0
90381, 12997, 1, 0.0
22227, 95397, 3, 0.0
28441, 64024, 1, 0.0
66890, 94782, 2, 0.0
26888, 4125, 1, 0.0
38316, 18113, 1, 0.0
1160, 46637, 1, 0.0
58310, 97017, 1, 0.0
56365, 50587, 1, 0.0
2673, 45316, 1, 0.0
96154, 46471, 1, 0.0
68255, 15692, 1, 0.0
45546, 13710, 6, 0.0
93848, 22921, 1, 0.0
94056, 74608, 8, 0.0
68622, 83193, 3, 0.0
68124, 32925, 3, 0.0
12028, 77940, 4, 0.0
74838, 26348, 2, 0.0
81816, 95874, 6, 0.0
50723, 43108, 1, 0.0
8601, 87845, 1, 0.0
64129, 19006, 13, 0.0
43344, 68751, 9, 0.0
11567, 22295, 1, 0.0
95169, 22, 1, 0.0
58925, 36769, 1, 0.0
5552, 18327, 1, 0.0
2038, 55742, 2, 0.0
70273, 20813, 1, 0.0
29843, 78941, 1, 0.0
74161, 88596, 1, 0.0
66366, 74371, 1, 0.0
6494, 68161, 1, 0.0
30684, 53242, 2, 0.0
15325, 99966, 1, 0.0
75429, 95393, 1, 0.0
14545, 33649, 1, 0.0
23418, 42997, 1, 0.0
67231, 39145, 1, 0.0
48304, 3318, 2, 0.0
92629, 57449, 1, 0.0
69178, 58927, 1, 0.0
66586, 49416, 2, 0.0
90723, 56638, 1, 0.0
46930, 56787, 1, 0.0
30529, 60394, 1, 0.0
72438, 46250, 2, 0.0
39605, 88306, 1, 0.0
1478, 30724, 2, 0.0
74340, 53055, 45, 0.0
90627, 22872, 3, 0.0
99831, 53575, 1, 0.0
14378, 98285, 1, 0.0
89926, 5406, 2, 0.0
94916, 49050, 2, 0.0
73298, 40770, 2, 0.0
30700, 50543, 1, 0.0
79649, 18986, 1, 0.0
22471, 55548, 1, 0.0
65589, 85399, 1, 0.0
96382, 22968, 22, 0.0
86144, 61149, 1, 0.0
88858, 46005, 1, 0.0
63519, 66256, 1, 0.0
8354, 48287, 1, 0.0
17354, 15550, 2, 0.0
560, 6752, 16, 0.0
63509, 37035, 1, 0.0
920, 32254, 2, 0.0
75821, 76665, 1, 0.0
53700, 92805, 15, 0.0
9302, 26763, 1, 0.0
38360, 40638, 2, 0.0
66032, 62078, 2, 0.0
56509, 89475, 1, 0.0
45929, 94391, 1, 0.0
46330, 12524, 2, 0.0
7903, 53552, 1, 0.0
2873, 41242, 17, 0.0
78209, 8029, 1, 0.0
81253, 81181, 1, 0.0
50842, 85898, 2, 0.0
60626, 39774, 2, 0.0
26852, 64972, 4, 0.0
15645, 19156, 1, 0.0
95326, 88823, 7, 0.0
66480, 89410, 10, 0.0
93274, 15470, 2, 0.0
13416, 16218, 6, 0.9968280792236328
35737, 21335, 1, 0.0
28568, 81257, 1, 0.0
31682, 92032, 2, 0.0
7778, 52247, 1, 0.0
41030, 68914, 2, 0.0
47687, 37110, 1, 0.0
90360, 91932, 12, 0.0
962, 36521, 1, 0.0
340, 23915, 5, 0.0
90980, 91482, 2, 0.0
60005, 64989, 1, 0.0
98508, 23738, 2, 0.0
17300, 64152, 4, 0.0
11385, 25948, 1, 0.0
69385, 63483, 1, 0.0
55520, 90200, 40, 0.0
10353, 63957, 3, 0.0
49588, 41787, 1, 0.0
67311, 53657, 1, 0.0
86557, 29488, 1, 0.0
43661, 37068, 1, 0.0
90144, 20708, 4, 0.0
10433, 84038, 1, 0.0
16081, 37174, 1, 0.0
19887, 3640, 7, 0.0
3946, 98600, 2, 0.0
88791, 23022, 3, 0.0
69657, 84992, 1, 0.0
72490, 84988, 2, 0.0
79472, 40145, 1, 0.0
65335, 33618, 1, 0.0
84906, 83500, 2, 0.0
20355, 47423, 1, 0.0
4076, 98827, 1, 0.0
96522, 75426, 6, 0.0
11873, 8261, 1, 0.0
88879, 88281, 1, 0.0
92958, 16076, 2, 0.0
78609, 58710, 3, 0.0
19251, 6281, 1, 0.0
97763, 60236, 1, 0.0
38956, 38488, 4, 0.0
32484, 29476, 4, 0.0
92202, 5418, 6, 0.0
48383, 83025, 1, 0.0
19216, 1670, 2, 0.0
88139, 1020, 1, 0.0
96454, 2449, 1, 0.0
53334, 70806, 6, 0.0
92841, 54504, 3, 0.0
46989, 2613, 3, 0.0
30837, 59649, 3, 0.0
39006, 77979, 33, 0.0
82145, 91091, 7, 0.0
10149, 43309, 1, 0.0
29533, 21563, 1, 0.0
33233, 81991, 1, 0.0
71305, 21107, 1, 0.0
53705, 39087, 1, 0.0
94631, 64327, 1, 0.0
42429, 32586, 3, 0.0
18881, 82274, 1, 0.0
12071, 51619, 1, 0.0
64229, 98926, 1, 0.0
32424, 55556, 4, 0.0
89052, 72914, 2, 0.0
30198, 82246, 2, 0.0
8587, 27140, 1, 0.0
99989, 40002, 1, 0.0
98805, 67643, 1, 0.0
94276, 31965, 1, 0.0
56835, 72877, 1, 0.0
50116, 58106, 34, 0.0
66413, 71752, 1, 0.0
10014, 75734, 2, 0.0
19731, 34449, 3, 0.0
68299, 81108, 1, 0.0
75606, 56781, 3, 0.0
43805, 52483, 1, 0.0
55690, 21457, 1, 0.0
38601, 4583, 1, 0.0
46048, 1840, 16, 0.0
40885, 90025, 65, 0.0
85135, 86470, 5, 0.0
38011, 83432, 1, 0.0
7852, 97576, 4, 0.0
33334, 34219, 1, 0.0
19310, 23741, 1, 0.0
91555, 80063, 1, 0.0
