Number One, Number Two, Their GCD, Time Spent(Milliseconds)
71915, 92680, 5, 1.4901161193847656
63031, 31901, 1, 0.49686431884765625
31253, 18723, 1, 0.49614906311035156
88750, 76747, 1, 1.4901161193847656
77491, 85937, 1, 1.4901161193847656
15461, 39632, 1, 0.4971027374267578
30503, 85983, 1, 0.4966259002685547
91900, 89907, 1, 1.9869804382324219
26834, 78746, 2, 0.9932518005371094
67128, 91703, 1, 1.489877700805664
17272, 98961, 1, 0.0
42300, 76928, 4, 0.9927749633789062
88882, 79563, 1, 1.4901161193847656
11756, 87001, 1, 0.0
15809, 11378, 1, 0.0
27314, 28248, 2, 0.4966259002685547
94247, 22440, 1, 0.4966259002685547
65398, 24006, 2, 0.6852149963378906
228, 91464, 12, 0.0
54043, 19891, 1, 0.49686431884765625
89844, 94203, 3, 1.9867420196533203
29839, 83717, 1, 0.9934902191162109
39123, 33469, 1, 0.4963874816894531
20012, 77157, 1, 0.4966259002685547
60460, 36614, 2, 0.49686431884765625
92379, 31756, 1, 0.4963874816894531
24848, 2485, 1, 0.0
38289, 86638, 1, 0.9932518005371094
53601, 96741, 3, 1.489877700805664
88989, 56976, 3, 1.4901161193847656
35666, 93332, 2, 0.8399486541748047
5653, 14367, 1, 0.0
55245, 83755, 5, 1.489877700805664
85148, 13149, 1, 0.4966259002685547
44800, 47595, 5, 0.9932518005371094
85894, 60114, 2, 1.4901161193847656
64689, 90085, 1, 1.4901161193847656
30480, 27304, 8, 0.9932518005371094
24842, 24581, 1, 0.4966259002685547
77672, 95082, 2, 1.4901161193847656
32902, 67199, 1, 0.4966259002685547
97014, 85838, 2, 1.9869804382324219
52144, 94925, 1, 1.211404800415039
58047, 15744, 3, 0.49686431884765625
24191, 8844, 1, 0.4966259002685547
30372, 27347, 1, 0.49686431884765625
93337, 25076, 1, 0.49686431884765625
21525, 42957, 3, 0.4966259002685547
71641, 60698, 31, 0.9930133819580078
74441, 68557, 1, 1.4901161193847656
66990, 28401, 3, 0.49686431884765625
28387, 37572, 1, 0.9932518005371094
9186, 41068, 2, 0.0
6720, 5735, 5, 0.0
82444, 97991, 1, 1.9867420196533203
47921, 89969, 1, 0.9934902191162109
12029, 31138, 1, 0.0
24005, 91728, 1, 0.4966259002685547
88262, 59483, 1, 1.489877700805664
64446, 81910, 2, 1.4901161193847656
68774, 77869, 1, 1.489877700805664
39905, 24682, 1, 0.49591064453125
13340, 62055, 5, 0.4966259002685547
54781, 19608, 1, 0.0
75993, 82309, 1, 1.9865036010742188
49948, 17502, 2, 0.4966259002685547
76863, 99532, 1, 1.5277862548828125
49549, 33317, 1, 0.49686431884765625
6025, 2016, 1, 0.0
11131, 46276, 1, 0.0
77174, 22517, 1, 0.4966259002685547
54474, 26202, 6, 0.49686431884765625
83345, 65689, 1, 1.4896392822265625
17002, 9050, 2, 0.0
26520, 6443, 17, 0.0
89351, 26638, 1, 0.4966259002685547
49835, 99303, 1, 0.9932518005371094
23346, 83967, 3, 0.4966259002685547
11749, 2078, 1, 0.0
64917, 91271, 1, 1.4901161193847656
87960, 28879, 1, 0.4966259002685547
53207, 65191, 7, 0.9932518005371094
26704, 45207, 1, 0.4966259002685547
69622, 16030, 14, 0.0
5174, 87545, 1, 0.0
38543, 79903, 1, 0.9932518005371094
96072, 92898, 6, 1.9865036010742188
22076, 60284, 4, 0.4966259002685547
27753, 34942, 1, 0.9932518005371094
27903, 90657, 3, 0.49614906311035156
95629, 81794, 1, 1.7352104187011719
48356, 99391, 1, 0.9930133819580078
18793, 94042, 1, 0.4966259002685547
42980, 90712, 4, 0.9932518005371094
73548, 52992, 36, 0.9932518005371094
30867, 30439, 1, 0.9934902191162109
64260, 76834, 2, 1.489877700805664
87516, 88923, 3, 1.9867420196533203
85857, 71359, 1, 1.489877700805664
63124, 71124, 4, 1.4901161193847656
36002, 392, 2, 0.0
99814, 74245, 1, 1.4901161193847656
29755, 96583, 1, 0.9934902191162109
62025, 61350, 75, 1.489877700805664
80335, 19869, 1, 0.0
9577, 75639, 1, 0.49686431884765625
1753, 80318, 1, 0.0
57216, 18252, 12, 0.4966259002685547
38279, 5117, 1, 0.0
11448, 68339, 1, 0.4966259002685547
39036, 55344, 12, 0.9932518005371094
37800, 91384, 8, 0.9808540344238281
5419, 61787, 1, 0.4966259002685547
62445, 26245, 905, 0.4966259002685547
43284, 33537, 3, 0.9593963623046875
81441, 49769, 1, 0.9932518005371094
70251, 68764, 1, 1.4896392822265625
86367, 35090, 1, 0.49686431884765625
97249, 41430, 1, 0.9934902191162109
67541, 56096, 1, 0.9934902191162109
23062, 76569, 1, 0.49686431884765625
72090, 11531, 1, 0.0
10794, 93963, 3, 0.0
46644, 78505, 1, 0.9932518005371094
27474, 41598, 6, 0.4966259002685547
3841, 78737, 1, 0.4966259002685547
41808, 18476, 4, 0.4966259002685547
38774, 2962, 2, 0.4973411560058594
95930, 49763, 1, 0.9925365447998047
64705, 85023, 1, 1.4905929565429688
28108, 72652, 4, 0.4971027374267578
77086, 53435, 1, 1.489877700805664
30743, 17607, 1, 0.49686431884765625
79317, 93365, 1, 1.489400863647461
85375, 69253, 1, 1.489877700805664
59955, 58395, 15, 1.489877700805664
71030, 61634, 2, 1.489400863647461
10612, 80705, 1, 0.0
65961, 64859, 1, 1.4901161193847656
66262, 57431, 1, 1.489877700805664
24917, 87384, 1, 0.4966259002685547
29700, 37093, 1, 0.4966259002685547
84938, 10312, 2, 0.4966259002685547
58750, 73140, 10, 1.489877700805664
27586, 19475, 1, 0.0
37878, 89518, 2, 0.9932518005371094
28964, 86664, 4, 0.5893707275390625
30101, 2876, 1, 0.0
80940, 23478, 6, 0.4963874816894531
20478, 8160, 6, 0.0
72336, 7605, 3, 0.4966259002685547
81414, 1710, 18, 0.0
71882, 84133, 1, 1.489877700805664
88819, 48758, 1, 0.9932518005371094
60365, 21898, 1, 0.4966259002685547
52574, 55561, 1, 0.9937286376953125
44747, 67427, 1, 0.9934902191162109
93604, 5903, 1, 0.0
34705, 60920, 5, 0.9934902191162109
5083, 78858, 13, 0.0
54401, 98013, 1, 0.99945068359375
35536, 73462, 2, 0.9934902191162109
26772, 17657, 1, 0.0
96285, 85073, 1, 1.9865036010742188
83884, 99059, 1, 1.4896392822265625
90963, 47256, 3, 0.9937286376953125
70706, 24597, 1, 0.4971027374267578
41918, 73445, 1, 0.9930133819580078
37758, 59607, 3, 0.8809566497802734
77899, 20306, 1, 0.4963874816894531
59740, 54004, 4, 1.489877700805664
86024, 4211, 1, 0.0
44337, 86963, 1, 0.8931159973144531
10140, 66002, 2, 0.4963874816894531
99675, 57759, 3, 1.4896392822265625
22256, 31435, 1, 0.15473365783691406
26593, 72455, 1, 0.9934902191162109
35767, 51033, 1, 0.5729198455810547
12751, 50627, 1, 0.0
12268, 52068, 4, 0.4966259002685547
65630, 17304, 2, 0.4966259002685547
45332, 83911, 1, 0.9932518005371094
72462, 70340, 2, 1.489877700805664
80374, 43835, 1, 0.9934902191162109
70843, 42718, 1, 0.9934902191162109
45278, 57682, 2, 0.9932518005371094
21691, 29284, 1, 0.4963874816894531
72058, 36962, 2, 0.4966259002685547
37668, 8078, 2, 0.0
72716, 65517, 1, 0.9932518005371094
57581, 13246, 1, 0.4963874816894531
63380, 73352, 4, 0.9937286376953125
35566, 91896, 2, 0.9932518005371094
49864, 27348, 4, 0.9930133819580078
58151, 61882, 1, 1.371622085571289
5971, 72848, 1, 0.0
16654, 97195, 1, 0.49686431884765625
79562, 32423, 1, 0.49686431884765625
15983, 72342, 1, 0.4966259002685547
22528, 13007, 1, 0.4966259002685547
30637, 52346, 1, 0.9932518005371094
19511, 88408, 1, 0.4966259002685547
376, 55537, 1, 0.0
70858, 80454, 2, 1.4901161193847656
69865, 88196, 1, 1.28936767578125
39811, 88520, 1, 0.9930133819580078
27388, 4215, 1, 0.0
31882, 85297, 1, 0.9932518005371094
46384, 43342, 26, 0.9932518005371094
63647, 51052, 1, 0.9932518005371094
24936, 58935, 3, 0.4966259002685547
65270, 6003, 1, 0.0
43781, 75532, 1, 0.9932518005371094
32975, 53027, 1, 0.9419918060302734
59787, 27544, 1, 0.4966259002685547
84847, 89244, 1, 1.9865036010742188
40169, 51409, 1, 0.7102489471435547
95503, 86242, 1, 1.9869804382324219
71030, 59320, 10, 0.9934902191162109
52555, 86321, 1, 1.489877700805664
14619, 60553, 1, 0.4966259002685547
59681, 12743, 1, 0.4966259002685547
41601, 20055, 21, 0.0
37297, 21315, 1, 0.4966259002685547
66388, 62239, 1, 1.4903545379638672
28035, 95502, 3, 0.4966259002685547
28618, 24916, 2, 0.49686431884765625
92438, 33338, 2, 1.001596450805664
48821, 10639, 1, 0.4963874816894531
81275, 60875, 25, 1.4901161193847656
53637, 11806, 1, 0.0
39050, 92952, 2, 0.9932518005371094
12716, 1066, 2, 0.0
37655, 9852, 1, 0.0
92607, 95754, 3, 1.9865036010742188
1456, 11577, 1, 0.0
69188, 28852, 4, 0.4966259002685547
92362, 83027, 1, 1.9865036010742188
85265, 27374, 1, 0.4966259002685547
89133, 49106, 1, 0.9934902191162109
37807, 41263, 1, 0.4963874816894531
39244, 27978, 2, 0.904083251953125
94457, 49119, 1, 0.9932518005371094
3587, 95663, 1, 0.0
13132, 57773, 1, 0.4966259002685547
32643, 42629, 1, 0.4966259002685547
34370, 46382, 14, 0.49686431884765625
40393, 17018, 1, 0.0
96996, 93637, 1, 1.9867420196533203
96802, 53999, 1, 1.489877700805664
20065, 89471, 1, 0.4966259002685547
87413, 30044, 1, 0.4966259002685547
79280, 59086, 2, 0.9930133819580078
90138, 38421, 3, 0.9934902191162109
64588, 81015, 1, 1.489877700805664
91584, 3124, 4, 0.0
16611, 70750, 1, 0.0
14988, 4373, 1, 0.0
40477, 26715, 1, 0.9932518005371094
70161, 80013, 3, 1.4901161193847656
27996, 96625, 1, 0.6048679351806641
84612, 78428, 4, 1.489877700805664
4971, 22889, 1, 0.4966259002685547
62716, 34110, 2, 0.49686431884765625
97986, 31580, 2, 0.4963874816894531
58855, 19854, 1, 0.4966259002685547
35241, 46259, 1, 0.4966259002685547
7327, 238, 17, 0.0
89105, 11524, 1, 0.0
87473, 28376, 1, 0.6754398345947266
67302, 5149, 1, 0.0
90974, 73588, 2, 1.489877700805664
62088, 21300, 12, 0.4966259002685547
95881, 9310, 1, 0.4966259002685547
96600, 83177, 1, 1.9867420196533203
15214, 4300, 2, 0.4966259002685547
49154, 67516, 2, 0.9932518005371094
99406, 59494, 2, 1.4901161193847656
99416, 89275, 1, 1.7788410186767578
64323, 42187, 1, 0.9932518005371094
91631, 80344, 1, 1.4896392822265625
74232, 52641, 9, 0.9932518005371094
64692, 72234, 18, 0.9932518005371094
62492, 44481, 1, 0.9932518005371094
61923, 16128, 3, 0.4966259002685547
26647, 35853, 1, 0.4966259002685547
35991, 39680, 31, 0.9934902191162109
1227, 7879, 1, 0.0
84893, 76040, 1, 1.9867420196533203
89491, 90739, 1, 1.9867420196533203
72345, 38529, 3, 0.9932518005371094
45894, 47219, 1, 0.9932518005371094
4872, 46883, 1, 0.0
32845, 78941, 1, 0.9934902191162109
81904, 44527, 1, 0.9934902191162109
99908, 26081, 1, 0.49686431884765625
28148, 25149, 1, 0.9932518005371094
41059, 3007, 1, 0.0
81145, 65321, 1, 1.5261173248291016
99558, 34418, 2, 0.4966259002685547
28637, 15508, 1, 0.0
86663, 74995, 1, 1.489877700805664
53584, 43965, 1, 1.0809898376464844
32107, 31641, 1, 0.4966259002685547
35511, 44410, 1, 1.1019706726074219
30028, 23128, 4, 0.49686431884765625
93603, 20128, 1, 0.4966259002685547
20204, 3015, 1, 0.4966259002685547
84479, 6163, 1, 0.0
91014, 72894, 6, 1.4903545379638672
73183, 59113, 1, 0.9932518005371094
23736, 9759, 3, 0.0
37504, 44283, 1, 0.4966259002685547
53107, 12516, 1, 0.4966259002685547
68406, 82706, 26, 1.489877700805664
99118, 65613, 1, 1.4901161193847656
39586, 48442, 2, 0.9930133819580078
5432, 73376, 8, 0.0
91795, 61973, 1, 1.4901161193847656
22800, 29504, 16, 0.4966259002685547
74, 40225, 1, 0.0
43415, 24699, 1, 0.49686431884765625
45389, 1627, 1, 0.0
82203, 91153, 1, 1.9869804382324219
3994, 13854, 2, 0.4966259002685547
6250, 84639, 1, 0.0
71919, 49694, 1, 0.9932518005371094
63854, 72019, 1, 1.489877700805664
99940, 9980, 20, 0.4966259002685547
66873, 81442, 1, 1.489877700805664
78483, 4212, 3, 0.0
30349, 70655, 1, 0.4966259002685547
16121, 43368, 1, 0.4966259002685547
59231, 49637, 1, 0.9932518005371094
90742, 1183, 1, 0.0
63590, 93966, 2, 1.489877700805664
64976, 99164, 4, 1.4901161193847656
36779, 97885, 1, 0.8292198181152344
95305, 26591, 1, 0.4966259002685547
87057, 57159, 9, 1.489877700805664
73752, 1852, 4, 0.0
47554, 31003, 1, 0.9932518005371094
86352, 83744, 16, 1.9869804382324219
7392, 41268, 12, 0.0
53289, 91254, 3, 1.489877700805664
6021, 33447, 3, 0.0
80121, 96535, 1, 1.489877700805664
34596, 85437, 9, 0.4565715789794922
41019, 28877, 1, 0.4966259002685547
48690, 99128, 2, 1.489877700805664
22005, 26344, 1, 0.42438507080078125
88703, 53679, 1, 0.9937286376953125
55874, 3322, 2, 0.0
60869, 6494, 1, 0.0
17679, 481, 1, 0.0
42375, 6114, 3, 0.4966259002685547
92330, 46133, 1, 0.9932518005371094
99500, 1828, 4, 0.0
79686, 83946, 6, 1.9865036010742188
35519, 84736, 1, 0.9934902191162109
41879, 24763, 1, 0.4963874816894531
83409, 6313, 1, 0.0
74478, 24388, 2, 0.4966259002685547
70020, 4019, 1, 0.0
53408, 73570, 2, 0.9934902191162109
20228, 15515, 1, 0.0
37914, 45267, 3, 0.9934902191162109
64996, 35795, 1, 0.9932518005371094
72152, 19016, 8, 0.0
18748, 27407, 1, 0.4966259002685547
78614, 48239, 1, 0.9932518005371094
41435, 61395, 5, 0.9934902191162109
79280, 61604, 4, 1.489877700805664
96985, 78300, 5, 1.9867420196533203
33413, 91618, 1, 0.8809566497802734
80930, 23559, 1, 0.4966259002685547
99822, 74638, 2, 1.489877700805664
7966, 21435, 1, 0.4966259002685547
56651, 2246, 1, 0.0
78110, 12946, 2, 0.4971027374267578
74777, 21467, 1, 0.4966259002685547
99749, 70277, 1, 1.4901161193847656
68628, 25979, 1, 0.4966259002685547
76674, 89938, 2, 1.4901161193847656
2604, 10693, 1, 0.0
96528, 70425, 3, 1.4903545379638672
56880, 22781, 1, 0.49686431884765625
85600, 8525, 25, 0.4966259002685547
84179, 12629, 1, 0.4963874816894531
36102, 53122, 2, 0.9937286376953125
56533, 30496, 1, 0.9932518005371094
91203, 76828, 1, 1.9867420196533203
78804, 29411, 1, 0.4966259002685547
88828, 51581, 1, 0.9934902191162109
91055, 17911, 1, 0.4971027374267578
93990, 90549, 3, 1.9867420196533203
72622, 68225, 1, 1.4903545379638672
36285, 28569, 3, 0.49686431884765625
55437, 45169, 17, 0.9353160858154297
50583, 72336, 3, 1.0707378387451172
66333, 8967, 3, 0.49686431884765625
30891, 88047, 3, 0.4966259002685547
66931, 77834, 1, 1.489877700805664
88212, 53283, 3, 0.9932518005371094
46708, 39712, 4, 0.4966259002685547
94943, 69200, 1, 1.4901161193847656
45544, 47457, 1, 1.4901161193847656
50116, 33190, 2, 0.6804466247558594
95608, 78790, 2, 1.489877700805664
79102, 72166, 2, 1.4901161193847656
93786, 54946, 2, 1.2657642364501953
82049, 10502, 1, 0.4963874816894531
61063, 37334, 1, 0.9932518005371094
88880, 59297, 1, 1.4901161193847656
14633, 35819, 1, 0.0
12368, 97539, 1, 0.4966259002685547
8898, 48533, 1, 0.0
17251, 98307, 1, 0.4966259002685547
59073, 77965, 1, 1.4901161193847656
24365, 85814, 1, 0.4966259002685547
66554, 57250, 2, 1.4903545379638672
19483, 95603, 1, 0.4966259002685547
91554, 77460, 6, 1.4901161193847656
25422, 98099, 1, 0.4963874816894531
52931, 12312, 1, 0.49686431884765625
38932, 27004, 4, 0.49686431884765625
74525, 98718, 1, 1.489877700805664
42639, 46823, 1, 0.9932518005371094
94169, 42126, 1, 0.9934902191162109
68229, 96985, 7, 1.489877700805664
96047, 39556, 1, 0.9932518005371094
65241, 40970, 1, 0.4966259002685547
98310, 2150, 10, 0.0
88826, 10180, 2, 0.4963874816894531
12490, 4044, 2, 0.0
20431, 91885, 1, 0.49686431884765625
28007, 9898, 7, 0.4966259002685547
74891, 93079, 1, 1.9922256469726562
10276, 77468, 4, 0.0
67922, 90991, 1, 1.4901161193847656
12401, 20252, 1, 0.45871734619140625
72238, 8784, 2, 0.4966259002685547
2747, 27063, 1, 0.0
53645, 58715, 5, 1.4896392822265625
78073, 10546, 1, 0.0
31844, 55518, 38, 0.49686431884765625
54740, 94470, 10, 0.9932518005371094
80011, 10635, 1, 0.0
23528, 6169, 1, 0.0
87563, 61681, 1, 1.4901161193847656
37123, 91165, 1, 0.9932518005371094
31496, 78190, 2, 0.9937286376953125
32444, 67076, 4, 0.9930133819580078
75834, 58086, 18, 1.489877700805664
73742, 40094, 2, 0.9932518005371094
86893, 57113, 1, 0.9932518005371094
62874, 56579, 1, 0.9934902191162109
12935, 58718, 1, 0.0
34076, 83096, 4, 0.9932518005371094
25208, 63637, 1, 0.49686431884765625
29904, 45367, 7, 0.9932518005371094
43785, 80209, 1, 0.9932518005371094
27337, 494, 1, 0.0
73654, 39753, 7, 0.9934902191162109
16199, 4789, 1, 0.0
27475, 16999, 1, 0.4966259002685547
9857, 33717, 1, 0.0
98182, 79154, 2, 1.9869804382324219
9231, 74789, 1, 0.0
65093, 39238, 1, 0.9930133819580078
4181, 88992, 1, 0.0
34009, 36468, 1, 0.9932518005371094
75257, 82285, 7, 1.9869804382324219
99986, 40870, 2, 0.9932518005371094
4240, 57442, 2, 0.0
27507, 2870, 1, 0.0
12661, 37495, 1, 0.4966259002685547
81971, 48967, 1, 1.489877700805664
12042, 17420, 2, 0.0
81868, 91035, 1, 1.489877700805664
17618, 43014, 2, 0.49686431884765625
98569, 35560, 1, 0.4966259002685547
93232, 98353, 1, 1.9860267639160156
58704, 79964, 4, 1.4901161193847656
36099, 56755, 1, 0.9930133819580078
79836, 85690, 2, 1.9867420196533203
17072, 90644, 4, 0.4966259002685547
94820, 32633, 1, 0.4966259002685547
60486, 15282, 6, 0.4971027374267578
97288, 29610, 2, 0.9932518005371094
43842, 62071, 1, 0.9932518005371094
94507, 97520, 23, 1.9867420196533203
25, 54854, 1, 0.0
86653, 79941, 1, 1.9869804382324219
32867, 40784, 1, 0.4966259002685547
19071, 47832, 3, 0.49686431884765625
73024, 90508, 4, 1.9867420196533203
43522, 67456, 2, 0.9932518005371094
65448, 47365, 1, 0.8795261383056641
13659, 15601, 1, 0.4954338073730469
709, 20226, 1, 0.0
96141, 66207, 3, 1.4908313751220703
55739, 73338, 1, 1.489877700805664
49209, 39369, 3, 0.8223056793212891
82348, 20421, 1, 0.4973411560058594
46482, 28563, 3, 0.4966259002685547
28396, 9551, 1, 0.49686431884765625
45370, 24826, 2, 0.49614906311035156
25726, 45223, 1, 0.9927749633789062
17874, 10345, 1, 0.0
71944, 13367, 1, 0.0
72946, 84252, 2, 1.489877700805664
44586, 91251, 9, 0.9930133819580078
45219, 31337, 1, 0.9932518005371094
63257, 64279, 1, 1.489877700805664
75053, 56260, 1, 0.9937286376953125
58561, 22310, 1, 0.4963874816894531
34820, 62065, 5, 0.49686431884765625
34059, 4387, 1, 0.0
77414, 80987, 1, 1.9862651824951172
88175, 39320, 5, 0.9932518005371094
75056, 86134, 2, 1.4901161193847656
41259, 22394, 1, 0.9934902191162109
16407, 81806, 1, 0.0
19920, 75522, 6, 0.4971027374267578
78831, 16239, 3, 0.4966259002685547
42403, 43636, 1, 0.9930133819580078
70043, 25041, 1, 0.7162094116210938
44573, 47808, 1, 0.9934902191162109
28861, 54931, 1, 0.4963874816894531
91535, 96030, 5, 1.9867420196533203
75280, 54369, 1, 0.9932518005371094
8326, 49201, 1, 0.0
